"","BEGIN_IMAGE_NUM","CMTE_NM","CMTE_ID","RECEIPT_DT","lobbyist_registrant_pac"
"3265",201605109015399840,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC)","C00024869","10-MAY-16","Y"
"3266",12950030095,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC)","C00024869","04-JAN-12","Y"
"3267",12951577943,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC)","C00024869","24-APR-12","Y"
"3268",201510099002826656,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC)","C00024869","09-OCT-15","Y"
"3269",201512029004124608,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC)","C00024869","02-DEC-15","Y"
"3270",201604199012592640,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC)","C00024869","19-APR-16","Y"
"3271",11971553666,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE (GEPAC)","C00024869","06-OCT-11","Y"
"3272",11030540627,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE-FEDERAL (GEPAC FEDERAL)","C00492223","14-JAN-11","Y"
"3273",11952513681,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE-FEDERAL (GEPAC FEDERAL)","C00492223","06-OCT-11","Y"
"3274",12970039077,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE-FEDERAL (GEPAC FEDERAL)","C00492223","04-JAN-12","Y"
"3275",12951577949,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE-FEDERAL (GEPAC FEDERAL)","C00492223","24-APR-12","Y"
"3276",201512029004124640,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE-FEDERAL (GEPAC FEDERAL)","C00492223","02-DEC-15","Y"
"3277",201510099002826784,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE-FEDERAL (GEPAC FEDERAL)","C00492223","09-OCT-15","Y"
"3278",201712149089199808,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE-FEDERAL (GEPAC FEDERAL)","C00492223","14-DEC-17","Y"
"3279",201610279034718560,"GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE-FEDERAL (GEPAC FEDERAL)","C00492223","27-OCT-16","Y"
